"s1"	"p1"	"o1"	"s2"	"p2"	"o2"
"http://it.dbpedia.org/resource/Hollywood_(Africa)"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/Red_Hot_Chili_Peppers"	"http://pt.dbpedia.org/resource/Hollywood_(Africa)"	"http://dbpedia.org/ontology/musicalArtist"	"http://pt.dbpedia.org/resource/Red_Hot_Chili_Peppers"
"http://it.dbpedia.org/resource/Hollywood_(Africa)"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/Red_Hot_Chili_Peppers"	"http://pt.dbpedia.org/resource/Hollywood_(Africa)"	"http://dbpedia.org/ontology/musicalBand"	"http://pt.dbpedia.org/resource/Red_Hot_Chili_Peppers"
"http://it.dbpedia.org/resource/Hollywood_(Africa)"	"http://dbpedia.org/ontology/previousWork"	"http://it.dbpedia.org/resource/Catholic_School_Girls_Rule"	"http://pt.dbpedia.org/resource/Hollywood_(Africa)"	"http://dbpedia.org/ontology/previousWork"	"http://pt.dbpedia.org/resource/Catholic_School_Girls_Rule"
"http://it.dbpedia.org/resource/Hollywood_(Africa)"	"http://dbpedia.org/ontology/subsequentWork"	"http://it.dbpedia.org/resource/Fight_Like_a_Brave"	"http://pt.dbpedia.org/resource/Hollywood_(Africa)"	"http://dbpedia.org/ontology/subsequentWork"	"http://pt.dbpedia.org/resource/Fight_Like_a_Brave"
"http://it.dbpedia.org/resource/Cyanolimnas_cerverai"	"http://dbpedia.org/ontology/kingdom"	"http://it.dbpedia.org/resource/Animalia"	"http://pt.dbpedia.org/resource/Galinhela-de-são-tomás"	"http://dbpedia.org/ontology/kingdom"	"http://pt.dbpedia.org/resource/Animalia"
"http://it.dbpedia.org/resource/Cyanolimnas_cerverai"	"http://dbpedia.org/ontology/classis"	"http://it.dbpedia.org/resource/Aves"	"http://pt.dbpedia.org/resource/Galinhela-de-são-tomás"	"http://dbpedia.org/ontology/class"	"http://pt.dbpedia.org/resource/Aves"
"http://it.dbpedia.org/resource/Cyanolimnas_cerverai"	"http://dbpedia.org/ontology/order"	"http://it.dbpedia.org/resource/Gruiformes"	"http://pt.dbpedia.org/resource/Galinhela-de-são-tomás"	"http://dbpedia.org/ontology/order"	"http://pt.dbpedia.org/resource/Gruiformes"
"http://it.dbpedia.org/resource/Cyanolimnas_cerverai"	"http://dbpedia.org/ontology/family"	"http://it.dbpedia.org/resource/Rallidae"	"http://pt.dbpedia.org/resource/Galinhela-de-são-tomás"	"http://dbpedia.org/ontology/family"	"http://pt.dbpedia.org/resource/Rallidae"
"http://it.dbpedia.org/resource/Battlecat"	"http://dbpedia.org/ontology/genre"	"http://it.dbpedia.org/resource/G-funk"	"http://pt.dbpedia.org/resource/Battlecat"	"http://dbpedia.org/ontology/genre"	"http://pt.dbpedia.org/resource/G-funk"
"http://it.dbpedia.org/resource/The_Range_Feud"	"http://dbpedia.org/ontology/starring"	"http://it.dbpedia.org/resource/John_Wayne"	"http://pt.dbpedia.org/resource/The_Range_Feud"	"http://dbpedia.org/ontology/starring"	"http://pt.dbpedia.org/resource/John_Wayne"
"http://it.dbpedia.org/resource/The_Range_Feud"	"http://dbpedia.org/ontology/starring"	"http://it.dbpedia.org/resource/Buck_Jones"	"http://pt.dbpedia.org/resource/The_Range_Feud"	"http://dbpedia.org/ontology/starring"	"http://pt.dbpedia.org/resource/Buck_Jones"
"http://it.dbpedia.org/resource/Companhia_dos_Caminhos_de_Ferro_Portugueses"	"http://dbpedia.org/ontology/foundationPlace"	"http://it.dbpedia.org/resource/Lisbona"	"http://pt.dbpedia.org/resource/Companhia_dos_Caminhos_de_Ferro_Portugueses"	"http://dbpedia.org/ontology/location"	"http://pt.dbpedia.org/resource/Lisboa"
"http://it.dbpedia.org/resource/Companhia_dos_Caminhos_de_Ferro_Portugueses"	"http://dbpedia.org/ontology/location"	"http://it.dbpedia.org/resource/Lisbona"	"http://pt.dbpedia.org/resource/Companhia_dos_Caminhos_de_Ferro_Portugueses"	"http://dbpedia.org/ontology/location"	"http://pt.dbpedia.org/resource/Lisboa"
"http://it.dbpedia.org/resource/Companhia_dos_Caminhos_de_Ferro_Portugueses"	"http://dbpedia.org/ontology/foundedBy"	"http://it.dbpedia.org/resource/José_de_Salamanca_y_Mayol"	"http://pt.dbpedia.org/resource/Companhia_dos_Caminhos_de_Ferro_Portugueses"	"http://dbpedia.org/ontology/foundedBy"	"http://pt.dbpedia.org/resource/José_de_Salamanca_y_Mayol"
"http://it.dbpedia.org/resource/Koothappar"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Tamil_Nadu"	"http://pt.dbpedia.org/resource/Koothappar"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Tamil_Nadu"
"http://it.dbpedia.org/resource/Leather_Stocking"	"http://dbpedia.org/ontology/writer"	"http://it.dbpedia.org/resource/James_Fenimore_Cooper"	"http://pt.dbpedia.org/resource/Leather_Stocking"	"http://dbpedia.org/ontology/writer"	"http://pt.dbpedia.org/resource/James_Fenimore_Cooper"
"http://it.dbpedia.org/resource/Bessonies"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Lot_(dipartimento)"	"http://pt.dbpedia.org/resource/Bessonies"	"http://dbpedia.org/ontology/department"	"http://pt.dbpedia.org/resource/Lot_(departamento)"
"http://it.dbpedia.org/resource/Rosales"	"http://dbpedia.org/ontology/kingdom"	"http://it.dbpedia.org/resource/Plantae"	"http://pt.dbpedia.org/resource/Rosales"	"http://dbpedia.org/ontology/kingdom"	"http://pt.dbpedia.org/resource/Plantae"
"http://it.dbpedia.org/resource/Gransebieth"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Meclemburgo-Pomerania_Anteriore"	"http://pt.dbpedia.org/resource/Gransebieth"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Mecklemburgo-Pomerânia_Ocidental"
"http://it.dbpedia.org/resource/Gransebieth"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Circondario_della_Pomerania_Anteriore_Settentrionale"	"http://pt.dbpedia.org/resource/Gransebieth"	"http://dbpedia.org/ontology/district"	"http://pt.dbpedia.org/resource/Nordvorpommern"
"http://it.dbpedia.org/resource/Black_Forest_(Colorado)"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Colorado"	"http://pt.dbpedia.org/resource/Black_Forest"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Colorado"
"http://it.dbpedia.org/resource/Thathaiyangarpet"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Tamil_Nadu"	"http://pt.dbpedia.org/resource/Thathaiyangarpet"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Tamil_Nadu"
"http://it.dbpedia.org/resource/$h*!_My_Dad_Says"	"http://dbpedia.org/ontology/language"	"http://it.dbpedia.org/resource/Lingua_inglese"	"http://pt.dbpedia.org/resource/$h*!_My_Dad_Says"	"http://dbpedia.org/ontology/language"	"http://pt.dbpedia.org/resource/Língua_inglesa"
"http://it.dbpedia.org/resource/Morgny-en-Thiérache"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Aisne"	"http://pt.dbpedia.org/resource/Morgny-en-Thiérache"	"http://dbpedia.org/ontology/department"	"http://pt.dbpedia.org/resource/Aisne_(departamento)"
"http://it.dbpedia.org/resource/Morgny-en-Thiérache"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Piccardia"	"http://pt.dbpedia.org/resource/Morgny-en-Thiérache"	"http://dbpedia.org/ontology/region"	"http://pt.dbpedia.org/resource/Picardia"
"http://it.dbpedia.org/resource/Stinstedt"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Bassa_Sassonia"	"http://pt.dbpedia.org/resource/Stinstedt"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Baixa_Saxônia"
"http://it.dbpedia.org/resource/Stinstedt"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Circondario_di_Cuxhaven"	"http://pt.dbpedia.org/resource/Stinstedt"	"http://dbpedia.org/ontology/district"	"http://pt.dbpedia.org/resource/Cuxhaven_(distrito)"
"http://it.dbpedia.org/resource/Urrea_de_Gaén"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Aragona"	"http://pt.dbpedia.org/resource/Urrea_de_Gaén"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Aragão"
"http://it.dbpedia.org/resource/Saint-Paul-de-Vézelin"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Rodano-Alpi"	"http://pt.dbpedia.org/resource/Saint-Paul-de-Vézelin"	"http://dbpedia.org/ontology/region"	"http://pt.dbpedia.org/resource/Ródano-Alpes"
"http://it.dbpedia.org/resource/Enchisthenes_hartii"	"http://dbpedia.org/ontology/kingdom"	"http://it.dbpedia.org/resource/Animalia"	"http://pt.dbpedia.org/resource/Enchisthenes_hartii"	"http://dbpedia.org/ontology/kingdom"	"http://pt.dbpedia.org/resource/Animalia"
"http://it.dbpedia.org/resource/Enchisthenes_hartii"	"http://dbpedia.org/ontology/family"	"http://it.dbpedia.org/resource/Phyllostomidae"	"http://pt.dbpedia.org/resource/Enchisthenes_hartii"	"http://dbpedia.org/ontology/family"	"http://pt.dbpedia.org/resource/Phyllostomidae"
"http://it.dbpedia.org/resource/Enchisthenes_hartii"	"http://dbpedia.org/ontology/binomialAuthority"	"http://it.dbpedia.org/resource/Oldfield_Thomas"	"http://pt.dbpedia.org/resource/Enchisthenes_hartii"	"http://dbpedia.org/ontology/binomialAuthority"	"http://pt.dbpedia.org/resource/Oldfield_Thomas"
"http://it.dbpedia.org/resource/Quilly_(Loira_Atlantica)"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Loira_Atlantica"	"http://pt.dbpedia.org/resource/Quilly_(Loire-Atlantique)"	"http://dbpedia.org/ontology/department"	"http://pt.dbpedia.org/resource/Loire-Atlantique"
"http://it.dbpedia.org/resource/Saint-Angel_(Allier)"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Allier"	"http://pt.dbpedia.org/resource/Saint-Angel_(Allier)"	"http://dbpedia.org/ontology/department"	"http://pt.dbpedia.org/resource/Allier_(departamento)"
"http://it.dbpedia.org/resource/Medicago_arborea"	"http://dbpedia.org/ontology/binomialAuthority"	"http://it.dbpedia.org/resource/Linneo"	"http://pt.dbpedia.org/resource/Medicago_arborea"	"http://dbpedia.org/ontology/binomialAuthority"	"http://pt.dbpedia.org/resource/Carolus_Linnaeus"
"http://it.dbpedia.org/resource/Medicago_arborea"	"http://dbpedia.org/ontology/order"	"http://it.dbpedia.org/resource/Fabales"	"http://pt.dbpedia.org/resource/Medicago_arborea"	"http://dbpedia.org/ontology/order"	"http://pt.dbpedia.org/resource/Fabales"
"http://it.dbpedia.org/resource/Medicago_arborea"	"http://dbpedia.org/ontology/family"	"http://it.dbpedia.org/resource/Fabaceae"	"http://pt.dbpedia.org/resource/Medicago_arborea"	"http://dbpedia.org/ontology/family"	"http://pt.dbpedia.org/resource/Fabaceae"
"http://it.dbpedia.org/resource/Medicago_arborea"	"http://dbpedia.org/ontology/kingdom"	"http://it.dbpedia.org/resource/Plantae"	"http://pt.dbpedia.org/resource/Medicago_arborea"	"http://dbpedia.org/ontology/kingdom"	"http://pt.dbpedia.org/resource/Plantae"
"http://it.dbpedia.org/resource/Medicago_arborea"	"http://dbpedia.org/ontology/genus"	"http://it.dbpedia.org/resource/Medicago"	"http://pt.dbpedia.org/resource/Medicago_arborea"	"http://dbpedia.org/ontology/genus"	"http://pt.dbpedia.org/resource/Medicago"
"http://it.dbpedia.org/resource/Contea_di_DeKalb_(Illinois)"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Illinois"	"http://pt.dbpedia.org/resource/Condado_de_DeKalb_(Illinois)"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Illinois"
"http://it.dbpedia.org/resource/Paris_(Kentucky)"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Kentucky"	"http://pt.dbpedia.org/resource/Paris_(Kentucky)"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Kentucky"
"http://it.dbpedia.org/resource/Sacrifice_(Elton_John)"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/Elton_John"	"http://pt.dbpedia.org/resource/Sacrifice_(canção_de_Elton_John)"	"http://dbpedia.org/ontology/musicalArtist"	"http://pt.dbpedia.org/resource/Elton_John"
"http://it.dbpedia.org/resource/Sacrifice_(Elton_John)"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/Elton_John"	"http://pt.dbpedia.org/resource/Sacrifice_(canção_de_Elton_John)"	"http://dbpedia.org/ontology/musicalBand"	"http://pt.dbpedia.org/resource/Elton_John"
"http://it.dbpedia.org/resource/Sacrifice_(Elton_John)"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/Elton_John"	"http://pt.dbpedia.org/resource/Sacrifice_(canção_de_Elton_John)"	"http://dbpedia.org/ontology/writer"	"http://pt.dbpedia.org/resource/Elton_John"
"http://it.dbpedia.org/resource/Sacrifice_(Elton_John)"	"http://dbpedia.org/ontology/album"	"http://it.dbpedia.org/resource/Sleeping_with_the_Past"	"http://pt.dbpedia.org/resource/Sacrifice_(canção_de_Elton_John)"	"http://dbpedia.org/ontology/album"	"http://pt.dbpedia.org/resource/Sleeping_with_the_Past"
"http://it.dbpedia.org/resource/Amon_Düül_II"	"http://dbpedia.org/ontology/genre"	"http://it.dbpedia.org/resource/Krautrock"	"http://pt.dbpedia.org/resource/Amon_Düül_II"	"http://dbpedia.org/ontology/genre"	"http://pt.dbpedia.org/resource/Krautrock"
"http://it.dbpedia.org/resource/The_Spine"	"http://dbpedia.org/ontology/genre"	"http://it.dbpedia.org/resource/Alternative_rock"	"http://pt.dbpedia.org/resource/The_Spine"	"http://dbpedia.org/ontology/genre"	"http://pt.dbpedia.org/resource/Rock_alternativo"
"http://it.dbpedia.org/resource/The_Spine"	"http://dbpedia.org/ontology/subsequentWork"	"http://it.dbpedia.org/resource/Here_Come_the_ABCs"	"http://pt.dbpedia.org/resource/The_Spine"	"http://dbpedia.org/ontology/subsequentWork"	"http://pt.dbpedia.org/resource/Here_Come_the_ABCs"
"http://it.dbpedia.org/resource/The_Spine"	"http://dbpedia.org/ontology/producer"	"http://it.dbpedia.org/resource/They_Might_Be_Giants_(gruppo_musicale)"	"http://pt.dbpedia.org/resource/The_Spine"	"http://dbpedia.org/ontology/artist"	"http://pt.dbpedia.org/resource/They_Might_Be_Giants"
"http://it.dbpedia.org/resource/The_Spine"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/They_Might_Be_Giants_(gruppo_musicale)"	"http://pt.dbpedia.org/resource/The_Spine"	"http://dbpedia.org/ontology/artist"	"http://pt.dbpedia.org/resource/They_Might_Be_Giants"
"http://it.dbpedia.org/resource/Mindless_Behavior"	"http://dbpedia.org/ontology/recordLabel"	"http://it.dbpedia.org/resource/Interscope_Records"	"http://pt.dbpedia.org/resource/Mindless_Behavior"	"http://dbpedia.org/ontology/recordLabel"	"http://pt.dbpedia.org/resource/Interscope_Records"
"http://it.dbpedia.org/resource/Trebel"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Bassa_Sassonia"	"http://pt.dbpedia.org/resource/Trebel_(Wendland)"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Baixa_Saxônia"
"http://it.dbpedia.org/resource/Trebel"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Circondario_di_Lüchow-Dannenberg"	"http://pt.dbpedia.org/resource/Trebel_(Wendland)"	"http://dbpedia.org/ontology/district"	"http://pt.dbpedia.org/resource/Lüchow-Dannenberg"
"http://it.dbpedia.org/resource/Barcial_de_la_Loma"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Castiglia_e_León"	"http://pt.dbpedia.org/resource/Barcial_de_la_Loma"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Castela_e_Leão"
"http://it.dbpedia.org/resource/Havoc_and_Bright_Lights"	"http://dbpedia.org/ontology/recordedIn"	"http://it.dbpedia.org/resource/2011"	"http://pt.dbpedia.org/resource/Havoc_and_Bright_Lights"	"http://dbpedia.org/ontology/recordedIn"	"http://pt.dbpedia.org/resource/2011"
"http://it.dbpedia.org/resource/Havoc_and_Bright_Lights"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/Alanis_Morissette"	"http://pt.dbpedia.org/resource/Havoc_and_Bright_Lights"	"http://dbpedia.org/ontology/artist"	"http://pt.dbpedia.org/resource/Alanis_Morissette"
"http://it.dbpedia.org/resource/Havoc_and_Bright_Lights"	"http://dbpedia.org/ontology/previousWork"	"http://it.dbpedia.org/resource/Flavors_of_Entanglement"	"http://pt.dbpedia.org/resource/Havoc_and_Bright_Lights"	"http://dbpedia.org/ontology/previousWork"	"http://pt.dbpedia.org/resource/Flavors_of_Entanglement"
"http://it.dbpedia.org/resource/Barreira"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Ceará"	"http://pt.dbpedia.org/resource/Barreira_(Ceará)"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Ceará"
"http://it.dbpedia.org/resource/Barreira"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Norte_Cearense"	"http://pt.dbpedia.org/resource/Barreira_(Ceará)"	"http://dbpedia.org/ontology/region"	"http://pt.dbpedia.org/resource/Mesorregião_do_Norte_Cearense"
"http://it.dbpedia.org/resource/DeHart_Hubbard"	"http://dbpedia.org/ontology/birthPlace"	"http://it.dbpedia.org/resource/Cincinnati"	"http://pt.dbpedia.org/resource/William_DeHart_Hubbard"	"http://dbpedia.org/ontology/birthPlace"	"http://pt.dbpedia.org/resource/Cincinnati"
"http://it.dbpedia.org/resource/DeHart_Hubbard"	"http://dbpedia.org/ontology/deathPlace"	"http://it.dbpedia.org/resource/Cleveland"	"http://pt.dbpedia.org/resource/William_DeHart_Hubbard"	"http://dbpedia.org/ontology/deathPlace"	"http://pt.dbpedia.org/resource/Cleveland"
"http://it.dbpedia.org/resource/Guerra_e_pace_(film_1956)"	"http://dbpedia.org/ontology/starring"	"http://it.dbpedia.org/resource/Audrey_Hepburn"	"http://pt.dbpedia.org/resource/Guerra_e_Paz_(filme)"	"http://dbpedia.org/ontology/starring"	"http://pt.dbpedia.org/resource/Audrey_Hepburn"
"http://it.dbpedia.org/resource/Guerra_e_pace_(film_1956)"	"http://dbpedia.org/ontology/starring"	"http://it.dbpedia.org/resource/Henry_Fonda"	"http://pt.dbpedia.org/resource/Guerra_e_Paz_(filme)"	"http://dbpedia.org/ontology/starring"	"http://pt.dbpedia.org/resource/Henry_Fonda"
"http://it.dbpedia.org/resource/Guerra_e_pace_(film_1956)"	"http://dbpedia.org/ontology/director"	"http://it.dbpedia.org/resource/King_Vidor"	"http://pt.dbpedia.org/resource/Guerra_e_Paz_(filme)"	"http://dbpedia.org/ontology/director"	"http://pt.dbpedia.org/resource/King_Vidor"
"http://it.dbpedia.org/resource/Guerra_e_pace_(film_1956)"	"http://dbpedia.org/ontology/writer"	"http://it.dbpedia.org/resource/King_Vidor"	"http://pt.dbpedia.org/resource/Guerra_e_Paz_(filme)"	"http://dbpedia.org/ontology/director"	"http://pt.dbpedia.org/resource/King_Vidor"
"http://it.dbpedia.org/resource/Guerra_e_pace_(film_1956)"	"http://dbpedia.org/ontology/writer"	"http://it.dbpedia.org/resource/King_Vidor"	"http://pt.dbpedia.org/resource/Guerra_e_Paz_(filme)"	"http://dbpedia.org/ontology/writer"	"http://pt.dbpedia.org/resource/King_Vidor"
"http://it.dbpedia.org/resource/Guerra_e_pace_(film_1956)"	"http://dbpedia.org/ontology/director"	"http://it.dbpedia.org/resource/King_Vidor"	"http://pt.dbpedia.org/resource/Guerra_e_Paz_(filme)"	"http://dbpedia.org/ontology/writer"	"http://pt.dbpedia.org/resource/King_Vidor"
"http://it.dbpedia.org/resource/Guerra_e_pace_(film_1956)"	"http://dbpedia.org/ontology/starring"	"http://it.dbpedia.org/resource/Vittorio_Gassman"	"http://pt.dbpedia.org/resource/Guerra_e_Paz_(filme)"	"http://dbpedia.org/ontology/starring"	"http://pt.dbpedia.org/resource/Vittorio_Gassman"
"http://it.dbpedia.org/resource/Guerra_e_pace_(film_1956)"	"http://dbpedia.org/ontology/musicComposer"	"http://it.dbpedia.org/resource/Nino_Rota"	"http://pt.dbpedia.org/resource/Guerra_e_Paz_(filme)"	"http://dbpedia.org/ontology/musicComposer"	"http://pt.dbpedia.org/resource/Nino_Rota"
"http://it.dbpedia.org/resource/Guerra_e_pace_(film_1956)"	"http://dbpedia.org/ontology/starring"	"http://it.dbpedia.org/resource/Mel_Ferrer"	"http://pt.dbpedia.org/resource/Guerra_e_Paz_(filme)"	"http://dbpedia.org/ontology/starring"	"http://pt.dbpedia.org/resource/Mel_Ferrer"
"http://it.dbpedia.org/resource/Igor'_Kunicyn"	"http://dbpedia.org/ontology/stateOfOrigin"	"http://it.dbpedia.org/resource/Russia"	"http://pt.dbpedia.org/resource/Igor_Kunitsyn"	"http://dbpedia.org/ontology/birthPlace"	"http://pt.dbpedia.org/resource/Rússia"
"http://it.dbpedia.org/resource/Igor'_Kunicyn"	"http://dbpedia.org/ontology/stateOfOrigin"	"http://it.dbpedia.org/resource/Russia"	"http://pt.dbpedia.org/resource/Igor_Kunitsyn"	"http://dbpedia.org/ontology/residence"	"http://pt.dbpedia.org/resource/Rússia"
"http://it.dbpedia.org/resource/Carlo_II_d'Inghilterra"	"http://dbpedia.org/ontology/birthPlace"	"http://it.dbpedia.org/resource/Londra"	"http://pt.dbpedia.org/resource/Carlos_II_de_Inglaterra"	"http://dbpedia.org/ontology/placeOfBurial"	"http://pt.dbpedia.org/resource/Londres"
"http://it.dbpedia.org/resource/Carlo_II_d'Inghilterra"	"http://dbpedia.org/ontology/birthPlace"	"http://it.dbpedia.org/resource/Londra"	"http://pt.dbpedia.org/resource/Carlos_II_de_Inglaterra"	"http://dbpedia.org/ontology/birthPlace"	"http://pt.dbpedia.org/resource/Londres"
"http://it.dbpedia.org/resource/Carlo_II_d'Inghilterra"	"http://dbpedia.org/ontology/birthPlace"	"http://it.dbpedia.org/resource/Londra"	"http://pt.dbpedia.org/resource/Carlos_II_de_Inglaterra"	"http://dbpedia.org/ontology/deathPlace"	"http://pt.dbpedia.org/resource/Londres"
"http://it.dbpedia.org/resource/Carlo_II_d'Inghilterra"	"http://dbpedia.org/ontology/deathPlace"	"http://it.dbpedia.org/resource/Londra"	"http://pt.dbpedia.org/resource/Carlos_II_de_Inglaterra"	"http://dbpedia.org/ontology/placeOfBurial"	"http://pt.dbpedia.org/resource/Londres"
"http://it.dbpedia.org/resource/Carlo_II_d'Inghilterra"	"http://dbpedia.org/ontology/deathPlace"	"http://it.dbpedia.org/resource/Londra"	"http://pt.dbpedia.org/resource/Carlos_II_de_Inglaterra"	"http://dbpedia.org/ontology/birthPlace"	"http://pt.dbpedia.org/resource/Londres"
"http://it.dbpedia.org/resource/Carlo_II_d'Inghilterra"	"http://dbpedia.org/ontology/deathPlace"	"http://it.dbpedia.org/resource/Londra"	"http://pt.dbpedia.org/resource/Carlos_II_de_Inglaterra"	"http://dbpedia.org/ontology/deathPlace"	"http://pt.dbpedia.org/resource/Londres"
"http://it.dbpedia.org/resource/BE_(Pain_of_Salvation)"	"http://dbpedia.org/ontology/producer"	"http://it.dbpedia.org/resource/Daniel_Gildenlöw"	"http://pt.dbpedia.org/resource/BE_(álbum)"	"http://dbpedia.org/ontology/producer"	"http://pt.dbpedia.org/resource/Daniel_Gildenlöw"
"http://it.dbpedia.org/resource/BE_(Pain_of_Salvation)"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/Pain_of_Salvation"	"http://pt.dbpedia.org/resource/BE_(álbum)"	"http://dbpedia.org/ontology/artist"	"http://pt.dbpedia.org/resource/Pain_of_Salvation"
"http://it.dbpedia.org/resource/Wonderland_(The_Charlatans)"	"http://dbpedia.org/ontology/genre"	"http://it.dbpedia.org/resource/Alternative_rock"	"http://pt.dbpedia.org/resource/Wonderland_(álbum_de_The_Charlatans)"	"http://dbpedia.org/ontology/genre"	"http://pt.dbpedia.org/resource/Rock_alternativo"
"http://it.dbpedia.org/resource/Wonderland_(The_Charlatans)"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/The_Charlatans"	"http://pt.dbpedia.org/resource/Wonderland_(álbum_de_The_Charlatans)"	"http://dbpedia.org/ontology/artist"	"http://pt.dbpedia.org/resource/The_Charlatans"
"http://it.dbpedia.org/resource/Wonderland_(The_Charlatans)"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/The_Charlatans"	"http://pt.dbpedia.org/resource/Wonderland_(álbum_de_The_Charlatans)"	"http://dbpedia.org/ontology/producer"	"http://pt.dbpedia.org/resource/The_Charlatans"
"http://it.dbpedia.org/resource/Wonderland_(The_Charlatans)"	"http://dbpedia.org/ontology/previousWork"	"http://it.dbpedia.org/resource/Us_and_Us_Only"	"http://pt.dbpedia.org/resource/Wonderland_(álbum_de_The_Charlatans)"	"http://dbpedia.org/ontology/previousWork"	"http://pt.dbpedia.org/resource/Us_and_Us_Only"
"http://it.dbpedia.org/resource/Pardofelis_marmorata"	"http://dbpedia.org/ontology/kingdom"	"http://it.dbpedia.org/resource/Animalia"	"http://pt.dbpedia.org/resource/Gato-marmorado"	"http://dbpedia.org/ontology/kingdom"	"http://pt.dbpedia.org/resource/Animalia"
"http://it.dbpedia.org/resource/Pardofelis_marmorata"	"http://dbpedia.org/ontology/family"	"http://it.dbpedia.org/resource/Felidae"	"http://pt.dbpedia.org/resource/Gato-marmorado"	"http://dbpedia.org/ontology/family"	"http://pt.dbpedia.org/resource/Felidae"
"http://it.dbpedia.org/resource/The_Circle_(B'z)"	"http://dbpedia.org/ontology/producer"	"http://it.dbpedia.org/resource/Tak_Matsumoto"	"http://pt.dbpedia.org/resource/The_Circle_(álbum_de_B'z)"	"http://dbpedia.org/ontology/producer"	"http://pt.dbpedia.org/resource/Tak_Matsumoto"
"http://it.dbpedia.org/resource/The_Circle_(B'z)"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/B'z"	"http://pt.dbpedia.org/resource/The_Circle_(álbum_de_B'z)"	"http://dbpedia.org/ontology/artist"	"http://pt.dbpedia.org/resource/B'z"
"http://it.dbpedia.org/resource/The_Circle_(B'z)"	"http://dbpedia.org/ontology/previousWork"	"http://it.dbpedia.org/resource/Big_Machine"	"http://pt.dbpedia.org/resource/The_Circle_(álbum_de_B'z)"	"http://dbpedia.org/ontology/previousWork"	"http://pt.dbpedia.org/resource/Big_Machine"
"http://it.dbpedia.org/resource/The_Circle_(B'z)"	"http://dbpedia.org/ontology/subsequentWork"	"http://it.dbpedia.org/resource/Monster_(B'z)"	"http://pt.dbpedia.org/resource/The_Circle_(álbum_de_B'z)"	"http://dbpedia.org/ontology/subsequentWork"	"http://pt.dbpedia.org/resource/Monster_(álbum_de_B'z)"
